grupo,n,MAE_antes,MAE_desp,bias_antes,bias_desp,RMSE_antes,RMSE_desp
GLOBAL,164,15.629108022924074,7.985840067861728,-8.85821042339508,0.25888921498620493,17.84765190100227,11.854566115380218
back,41,9.14874907071997,5.2275375184332775,-6.406686840700719,0.02203688777915251,10.800571048920187,8.980218496865112
front,41,14.47268965596122,5.423032471267395,-11.846069004806024,0.21234025054888667,15.11429274179862,10.336840915288922
left,41,18.94314765632696,10.781562134783444,-10.058582955788706,0.4322042846701472,20.42486374663295,14.272122481200268
right,41,19.951845708688133,10.511228146962804,-7.121502892284874,0.36897543694663304,22.624886173886484,13.074206157846522
