group,method,n_subjects,n,bias_cm,mae_cm,rmse_cm,r2
LATERAL_GLOBAL,per_image_cube_horizon,39,73,-2.0104674840924814,3.7839072854104954,5.198195878305831,0.9004687946801616
LATERAL_GLOBAL,shared_subject_horizon,39,73,26.820579035190647,36.02316160554661,37.95247444443649,-4.305595977931521
left,per_image_cube_horizon,37,37,-1.9665977707220275,3.485739674323056,4.931226562188923,0.9047955065691857
left,shared_subject_horizon,37,37,28.45400251870229,36.70991614028381,38.31891915540449,-4.748758107222398
right,per_image_cube_horizon,36,36,-2.055555800612114,4.090357330139252,5.458992882115655,0.8958547861531201
right,shared_subject_horizon,36,36,25.141782677137023,35.31733055595559,37.572126631999936,-3.9333941534477415
