group,method,n_subjects,n,bias_cm,mae_cm,rmse_cm,r2
SUBJECT_LEVEL,per_image_horizon_left_right_mean,39,39,-2.1584856942530695,3.6056126342821493,5.034011773386171,0.9074170579997123
SUBJECT_LEVEL,per_image_horizon_left_right_median,39,39,-2.1584856942530695,3.6056126342821493,5.034011773386171,0.9074170579997123
SUBJECT_LEVEL,shared_horizon_left_right_mean,39,39,26.311134145737743,35.76961258509939,37.74063268135417,-4.203803346877856
SUBJECT_LEVEL,shared_horizon_left_right_median,39,39,26.311134145737743,35.76961258509939,37.74063268135417,-4.203803346877856
