model,feature,alpha,coefficient_standardised,coefficient_original_units,intercept_original_units
ridge_segments_cm,head_shoulder_cm,1.0,-7.419583034758719,-1.7404043723728135,100.76011587370708
ridge_segments_cm,shoulder_hip_cm,1.0,2.045799525582674,0.2517476788825217,100.76011587370708
ridge_segments_cm,hip_knee_cm,1.0,12.088023228598503,1.7992352556824538,100.76011587370708
ridge_segments_cm,knee_ankle_cm,1.0,2.7332255325214025,0.41050112422787205,100.76011587370708
ridge_segments_cm,ankle_sole_cm,1.0,1.0908870473713619,0.47373859011534125,100.76011587370708
