group,method,n_subjects,n,bias_cm,mae_cm,rmse_cm,r2
SUBJECT_LEVEL,baseline_mean,41,41,0.05602134146340909,12.990588045084994,16.91922883338939,-0.04495580980737168
SUBJECT_LEVEL,initial_height_subject_mean_raw,41,41,-8.538768502459828,17.197690002538973,18.81600166801998,-0.29238373031935105
SUBJECT_LEVEL,calibrated_initial_subject_mean,41,41,0.2394442514459054,10.244429158479416,12.810331572032828,0.4009576341522797
SUBJECT_LEVEL,ridge_subject_fusion,41,41,-0.5624683731850553,9.45272494395234,12.693156805058807,0.41186627095216444
