group,method,n_subjects,n,bias_cm,mae_cm,rmse_cm,r2
SUBJECT_LEVEL,per_image_horizon_left_right_mean,39,39,0.8190057133973946,4.822418659815398,5.598973218336787,0.8854699886880815
SUBJECT_LEVEL,per_image_horizon_left_right_median,39,39,0.8190057133973946,4.822418659815398,5.598973218336787,0.8854699886880815
SUBJECT_LEVEL,shared_horizon_left_right_mean,39,39,29.981193115446423,38.78032377566884,41.41366370705232,-5.265991890351531
SUBJECT_LEVEL,shared_horizon_left_right_median,39,39,29.981193115446423,38.78032377566884,41.41366370705232,-5.265991890351531
